teamName,region,link,rank,rankValue,seriesWins,seriesLosses,gameWins,gameLosses,rank5,rank5Value,playerList,opgg1,opgg2
UHM Green,South-west | 4,/lol/teams/10567,Platinum 1,20,6,0,12,1,Diamond 3,22,"['Jhineral', 'Ryzae', 'Top the Dog', 'edgy eboy', 'Vöcàrê', 'tofu tofu', 'Nae hero', 'yukimochi', 'RickyDubs']","https://na.op.gg/multi/query=Jhineral,Ryzae,Top the Dog,edgy eboy,Vöcàrê,tofu tofu,Nae hero,yukimochi,RickyDubs,",https://na.op.gg/multi/query=
GCU Lopes JV,South-west | 4,/lol/teams/9792,Platinum 1,20,6,0,12,1,Platinum 1,20,"['Swagnar', 'skeletor321', 'SwitchNitch', 'TheRadDrew', 'Suffer More', 'Ghetti']","https://na.op.gg/multi/query=Swagnar,skeletor321,SwitchNitch,TheRadDrew,Suffer More,Ghetti,",https://na.op.gg/multi/query=
UA Ironcats - Open,South-west | 4,/lol/teams/10019,Platinum 4,17,5,1,11,2,Platinum 3,18,"['Laelaps', 'SOLOKOH', 'Clive7', 'The Skÿ', 'teegan', 'Łuke', 'artip71', 'BiggestDiqBandit', 'faime', 'MegaEpicGamer']","https://na.op.gg/multi/query=Laelaps,SOLOKOH,Clive7,The Skÿ,teegan,Łuke,artip71,BiggestDiqBandit,faime,MegaEpicGamer,",https://na.op.gg/multi/query=
The Legends of UVUJV,South-west | 4,/lol/teams/10384,Platinum 4,17,4,3,10,6,Platinum 1,20,"['Slippedgiant755', 'Dylax', 'Mormon Ludicolo', 'SKT T1 WooSeok', 'NK Medraut', 'JIMIN KO']","https://na.op.gg/multi/query=Slippedgiant755,Dylax,Mormon Ludicolo,SKT T1 WooSeok,NK Medraut,JIMIN KO,",https://na.op.gg/multi/query=
Claw JV Team,South-west | 4,/lol/teams/10965,Platinum 4,17,4,3,9,6,Platinum 3,18,"['Filo Shepherd', 'GlacialReaper', 'crazipeng15', 'TenaciousTahm', 'PHD In Yasuo', 'WorldsBestPlayer', 'I DR PEPPER U']","https://na.op.gg/multi/query=Filo Shepherd,GlacialReaper,crazipeng15,TenaciousTahm,PHD In Yasuo,WorldsBestPlayer,I DR PEPPER U,",https://na.op.gg/multi/query=
USU JV,South-west | 4,/lol/teams/10261,Gold 1,16,4,3,8,7,Platinum 3,18,"['King Babe T', 'Cododraco', 'TheEliteMadLife', 'Sol1tud3', 'Cubstep Cantstop', 'SavageBeast0519']","https://na.op.gg/multi/query=King Babe T,Cododraco,TheEliteMadLife,Sol1tud3,Cubstep Cantstop,SavageBeast0519,",https://na.op.gg/multi/query=
Arizona State C,South-west | 4,/lol/teams/11231,Platinum 1,20,4,2,8,5,Diamond 1,24,"['mikemilo135', 'Whosdisguy', 'yomihime', 'Call Me Dunk', 'Thetruejungler', 'Red XP', 'Nisanov', 'HIYAAAAAAAAAAAAA']","https://na.op.gg/multi/query=mikemilo135,Whosdisguy,yomihime,Call Me Dunk,Thetruejungler,Red XP,Nisanov,HIYAAAAAAAAAAAAA,",https://na.op.gg/multi/query=
NAU Division Two Fall,South-west | 4,/lol/teams/9245,Silver 3,10,3,3,6,7,Gold 2,15,"['TRAKKPAD', 'TheToxic35', 'ToxiclyLoud', 'Tossed', 'curseblood', 'GORZOGTHEDEFILER', 'HighBionic', 'PartyLord906']","https://na.op.gg/multi/query=TRAKKPAD,TheToxic35,ToxiclyLoud,Tossed,curseblood,GORZOGTHEDEFILER,HighBionic,PartyLord906,",https://na.op.gg/multi/query=
ERAU Blue Wings,South-west | 4,/lol/teams/4003,Gold 2,15,2,4,5,8,Platinum 2,19,"['Oreo 129', 'Ace75b', 'KatsumiKoniko', 'Expand Sand', 'ERGW Krønos', 'chowderzeclam', 'jinxmyloveQAQ', 'Ghost Barrels', 'Nickodemeus', 'Isekavo']","https://na.op.gg/multi/query=Oreo 129,Ace75b,KatsumiKoniko,Expand Sand,ERGW Krønos,chowderzeclam,jinxmyloveQAQ,Ghost Barrels,Nickodemeus,Isekavo,",https://na.op.gg/multi/query=
Lopes Academy,South-west | 4,/lol/teams/9793,Platinum 4,17,2,5,4,11,Platinum 4,17,"['crashoverridee', 'Hoidini', 'Overlord123', 'ReasonToDream', 'sigh im gosu', 'Steel Draconian', 'Seraphim117']","https://na.op.gg/multi/query=crashoverridee,Hoidini,Overlord123,ReasonToDream,sigh im gosu,Steel Draconian,Seraphim117,",https://na.op.gg/multi/query=
CGC LOL JUNIOR VARSITY,South-west | 4,/lol/teams/9479,Gold 3,14,1,6,3,12,Platinum 4,17,"['SupaBeans', 'ROBOTUNIC0RN', 'THICC MONEY', 'Z0L', 'retnuh hunter', 'KoreanRiceField']","https://na.op.gg/multi/query=SupaBeans,ROBOTUNIC0RN,THICC MONEY,Z0L,retnuh hunter,KoreanRiceField,",https://na.op.gg/multi/query=
ERAU White Wings,South-west | 4,/lol/teams/4004,Platinum 1,20,0,11,0,22,Iron 1,4,['ERGW Krønos'],"https://na.op.gg/multi/query=ERGW Krønos,",https://na.op.gg/multi/query=
USC Varsity Gold Team,South-west | 3,/lol/teams/9224,Gold 2,15,5,1,10,3,Diamond 2,23,"['Eilfennol', 'USC Ceus', 'Commack', 'Usc Coil', 'JoeJacko', 'Leade', 'USC Bao', 'Tiltproof Gandhi', 'USC Hovz', 'AlinaLife']","https://na.op.gg/multi/query=Eilfennol,USC Ceus,Commack,Usc Coil,JoeJacko,Leade,USC Bao,Tiltproof Gandhi,USC Hovz,AlinaLife,",https://na.op.gg/multi/query=
Students Need Parking,South-west | 3,/lol/teams/6323,Platinum 2,19,5,1,10,3,Platinum 2,19,"['Cyprez', 'hypermonkieboi', 'C9TaiIs', 'Cienega', 'TacosAndBurritoz', 'Trinhity Force', 'DULLAHAN', 'Phant', 'Oddity', 'SonglessRaven', 'TheDevilIsBored']","https://na.op.gg/multi/query=Cyprez,hypermonkieboi,C9TaiIs,Cienega,TacosAndBurritoz,Trinhity Force,DULLAHAN,Phant,Oddity,SonglessRaven,","https://na.op.gg/multi/query=TheDevilIsBored,"
SDSU Junior Varsity B,South-west | 3,/lol/teams/10864,Platinum 2,19,5,0,10,1,Diamond 2,23,"['MadLifeisgod', 'Conserved', 'Mithos the Hero', 'nekozi', 'PsycheGlitch', 'Jacksony', 'Lady Yunalesca', 'Spiripru', 'Iron man d1ed']","https://na.op.gg/multi/query=MadLifeisgod,Conserved,Mithos the Hero,nekozi,PsycheGlitch,Jacksony,Lady Yunalesca,Spiripru,Iron man d1ed,",https://na.op.gg/multi/query=
UCR WEEBFY,South-west | 3,/lol/teams/10375,Platinum 4,17,4,1,8,3,Platinum 1,20,"['Shybe', 'DemonicxPancakes', 'Anxiety Syndrome', 'Gudao', 'penguinlord', 'sevarbiter', 'idk250', 'SlyLego', 'Whenever', 'BubbIicious']","https://na.op.gg/multi/query=Shybe,DemonicxPancakes,Anxiety Syndrome,Gudao,penguinlord,sevarbiter,idk250,SlyLego,Whenever,BubbIicious,",https://na.op.gg/multi/query=
UCD Aggie Open,South-west | 3,/lol/teams/9700,Platinum 2,19,4,1,8,2,Platinum 2,19,"['The Infamous JMB', 'Nattieon', 'Nyew', 'CHKN WINGWONG', 'UCD Open Mid', 'Hamori', 'ZØØMIES', 'TortugaDeLechuga']","https://na.op.gg/multi/query=The Infamous JMB,Nattieon,Nyew,CHKN WINGWONG,UCD Open Mid,Hamori,ZØØMIES,TortugaDeLechuga,",https://na.op.gg/multi/query=
UCR PARADOX,South-west | 3,/lol/teams/10554,Platinum 1,20,2,3,7,6,Diamond 3,22,"['Shybe', 'Alceous', 'AlienMV', 'Sad Sloth', 'Głace', 'im in love', 'Rolandwu', 'Destined Rice', '180cm']","https://na.op.gg/multi/query=Shybe,Alceous,AlienMV,Sad Sloth,Głace,im in love,Rolandwu,Destined Rice,180cm,",https://na.op.gg/multi/query=
UCSC DT,South-west | 3,/lol/teams/10639,Platinum 3,18,2,3,5,7,Diamond 4,21,"['Eureka Thurston', 'WEG PandaTV10086', 'fäded flower', 'Da Boosted', 'GeGe', 'DT Fa1nT']","https://na.op.gg/multi/query=Eureka Thurston,WEG PandaTV10086,fäded flower,Da Boosted,GeGe,DT Fa1nT,",https://na.op.gg/multi/query=
UCSC Teal,South-west | 3,/lol/teams/11281,Platinum 2,19,2,3,4,7,Platinum 2,19,"['GGitsRyan', 'screamingspirt', 'OryxTheMadHatter', 'the shy turtle', 'Lord Herpaderp']","https://na.op.gg/multi/query=GGitsRyan,screamingspirt,OryxTheMadHatter,the shy turtle,Lord Herpaderp,",https://na.op.gg/multi/query=
TFT Players,South-west | 3,/lol/teams/11488,Platinum 2,19,2,3,4,7,Platinum 1,20,"['erikli2000', 'N0THINGPERSONAL', 'Strauby', 'Heuster', 'zhong lu dui ju', 'ReformdSKT Faker']","https://na.op.gg/multi/query=erikli2000,N0THINGPERSONAL,Strauby,Heuster,zhong lu dui ju,ReformdSKT Faker,",https://na.op.gg/multi/query=
Gone Rogue,South-west | 3,/lol/teams/9527,Platinum 4,17,1,3,5,7,Platinum 2,19,"['King Charlz', 'Buns Boy', 'J T', 'whothebest', 'ZacharyTheBeast', 'Arcitech', 'SalX55', 'The Grynch']","https://na.op.gg/multi/query=King Charlz,Buns Boy,J T,whothebest,ZacharyTheBeast,Arcitech,SalX55,The Grynch,",https://na.op.gg/multi/query=
USF Dons Esports LOL B,South-west | 3,/lol/teams/10155,Platinum 4,17,1,5,3,10,Platinum 1,20,"['SpiritTracks', 'CuyValDar', 'QAQ761315758', 'KaGa21', 'TSM Akneehow', 'Jordan Loh', 'Chance Oppa', 'rohanjarun', 'get prio pls', 'MichaelLuca', 'Rice or noodles']","https://na.op.gg/multi/query=SpiritTracks,CuyValDar,QAQ761315758,KaGa21,TSM Akneehow,Jordan Loh,Chance Oppa,rohanjarun,get prio pls,MichaelLuca,","https://na.op.gg/multi/query=Rice or noodles,"
UCSC Team South Wind,South-west | 3,/lol/teams/11255,Platinum 4,17,1,4,2,8,Iron 1,4,['greenbird0424'],"https://na.op.gg/multi/query=greenbird0424,",https://na.op.gg/multi/query=
Stanford University - Open,South-west | 3,/lol/teams/10730,Platinum 3,18,0,6,0,12,Platinum 3,18,"['Fidix', 'Sir Llama III', 'Rubikness9', 'sottomizer', 'ArtyTheKid', 'TTvTheMircat']","https://na.op.gg/multi/query=Fidix,Sir Llama III,Rubikness9,sottomizer,ArtyTheKid,TTvTheMircat,",https://na.op.gg/multi/query=
CSULB JV ONE,South-west | 2,/lol/teams/7106,Platinum 2,19,6,0,12,1,Diamond 3,22,"['BounceBackSlayer', 'DeadlyNinja', 'Miss Son Naeun', 'Cheet0h', 'BazookaBubblegum', 'JDCRamos', 'ItsTheSentinel', 'Roxn', 'Lvl98 Shuckle', 'LeSweetestSenpai', 'Køßae', 'muffules', 'KaptainFIRESTAR', 'Shr3kLovezMe', 'Yaongi']","https://na.op.gg/multi/query=BounceBackSlayer,DeadlyNinja,Miss Son Naeun,Cheet0h,BazookaBubblegum,JDCRamos,ItsTheSentinel,Roxn,Lvl98 Shuckle,LeSweetestSenpai,","https://na.op.gg/multi/query=Køßae,muffules,KaptainFIRESTAR,Shr3kLovezMe,Yaongi,"
CAL POLAR BEARS,South-west | 2,/lol/teams/10088,Platinum 2,19,5,0,11,1,Diamond 3,22,"['Issys Cutie', 'Flyer', 'G4rb4d', 'Jiggereepuff', 'Shibaid Etraku', 'Millennium Fox', 'mano254', 'Ninjaman369']","https://na.op.gg/multi/query=Issys Cutie,Flyer,G4rb4d,Jiggereepuff,Shibaid Etraku,Millennium Fox,mano254,Ninjaman369,",https://na.op.gg/multi/query=
DHG,South-west | 2,/lol/teams/10746,Platinum 1,20,5,0,10,1,Platinum 1,20,"['woshiyitiaogou', '11 3 2018 iG', 'Sell son for rp', 'FPX 11 10 2019', 'MysteryBox']","https://na.op.gg/multi/query=woshiyitiaogou,11 3 2018 iG,Sell son for rp,FPX 11 10 2019,MysteryBox,",https://na.op.gg/multi/query=
SDSU Junior Varsity A,South-west | 2,/lol/teams/10861,Platinum 2,19,4,2,9,4,Diamond 3,22,"['ObsessedTaylor', 'Big Brain Play', 'SunshinePoison', 'MadLifeisgod', 'Vaz Deferenz', 'Aspen', 'bööo', 'sdavidspark53', 'Raymex', 'PeterxLee', 'Peaçekeeper', 'xLeBeastx']","https://na.op.gg/multi/query=ObsessedTaylor,Big Brain Play,SunshinePoison,MadLifeisgod,Vaz Deferenz,Aspen,bööo,sdavidspark53,Raymex,PeterxLee,","https://na.op.gg/multi/query=Peaçekeeper,xLeBeastx,"
CAL Teddy Bears,South-west | 2,/lol/teams/10086,Platinum 3,18,4,1,9,3,Platinum 2,19,"['SourSnake', 'Dknuckles', 'Play Me', 'Miletus686', 'elfity', 'homebrewds', 'HeartUnderBolt']","https://na.op.gg/multi/query=SourSnake,Dknuckles,Play Me,Miletus686,elfity,homebrewds,HeartUnderBolt,",https://na.op.gg/multi/query=
San Jose State Blue,South-west | 2,/lol/teams/6505,Diamond 3,22,3,3,8,6,Diamond 3,22,"['Mikebear', 'Døge', 'Splushy', 'Seft', 'im jailbait', 'Syghar', 'Xemozu', 'BorderDragon']","https://na.op.gg/multi/query=Mikebear,Døge,Splushy,Seft,im jailbait,Syghar,Xemozu,BorderDragon,",https://na.op.gg/multi/query=
San Jose State Sween,South-west | 2,/lol/teams/9904,Gold 2,15,2,2,4,4,Platinum 2,19,"['Splushy', 'alexandhotshot', 'Alexisss', 'Morch', 'LilKindGuy', 'Dreadpicaroon', 'Chhanubhai', 'Ajay', 'MrButtslap']","https://na.op.gg/multi/query=Splushy,alexandhotshot,Alexisss,Morch,LilKindGuy,Dreadpicaroon,Chhanubhai,Ajay,MrButtslap,",https://na.op.gg/multi/query=
Golden Eagles LoL JV,South-west | 2,/lol/teams/10222,Platinum 4,17,1,3,2,6,Platinum 2,19,"['FeedMeSleep', 'Sladey', 'Dexterity9', 'ZeroSkullee', 'Stevelodon', 'TBNRBornProdigy', 'SpicyChickenisMe']","https://na.op.gg/multi/query=FeedMeSleep,Sladey,Dexterity9,ZeroSkullee,Stevelodon,TBNRBornProdigy,SpicyChickenisMe,",https://na.op.gg/multi/query=
Cogswell Dragons real,South-west | 2,/lol/teams/9636,Platinum 2,19,1,4,2,8,Gold 2,15,"['Kirazono', 'GuardianWingz', 'Privateazn', 'Xithricite', 'yaboiiclancy', 'Purpleporo101']","https://na.op.gg/multi/query=Kirazono,GuardianWingz,Privateazn,Xithricite,yaboiiclancy,Purpleporo101,",https://na.op.gg/multi/query=
SC Esports Open LoL Team,South-west | 2,/lol/teams/11330,Gold 1,16,0,3,0,7,Platinum 3,18,"['Zephyraphim', 'Sheepsftw', 'lynne', 'Døublelift', 'Spying', 'Daronos']","https://na.op.gg/multi/query=Zephyraphim,Sheepsftw,lynne,Døublelift,Spying,Daronos,",https://na.op.gg/multi/query=
Never Stop Dreaming,South-west | 2,/lol/teams/11365,Platinum 4,17,0,5,0,10,Platinum 3,18,"['LoyalForever', 'Yzmvp', 'KevinCarter', 'Killasponge', 'juke7', 'daBOOM23', 'May be a noob', 'MMMMMMin']","https://na.op.gg/multi/query=LoyalForever,Yzmvp,KevinCarter,Killasponge,juke7,daBOOM23,May be a noob,MMMMMMin,",https://na.op.gg/multi/query=
jayveetwo,South-west | 2,/lol/teams/11410,Gold 3,14,0,4,0,8,Gold 3,14,"['AnFun', 'ITS MANCHILD', 'NaCl Is Salty', 'PhantomQuest', 'Kline']","https://na.op.gg/multi/query=AnFun,ITS MANCHILD,NaCl Is Salty,PhantomQuest,Kline,",https://na.op.gg/multi/query=
CSUSM B Team,South-west | 2,/lol/teams/11542,Gold 3,14,0,4,0,8,Gold 2,15,"['CNG DangoFam', 'Kisenosato', 'MajinBlob', 'Polorpenguin', 'Räikkönen', 'ILoveFortnite69', 'hunRJ']","https://na.op.gg/multi/query=CNG DangoFam,Kisenosato,MajinBlob,Polorpenguin,Räikkönen,ILoveFortnite69,hunRJ,",https://na.op.gg/multi/query=
San Jose State Yoshi,South-west | 1,/lol/teams/6507,Platinum 3,18,6,0,12,0,Diamond 4,21,"['NickMoop', 'Monsieur Ando', 'Firemelon', 'Holt', 'Splushy', 'BeatYourAmeat', 'Honey Roasted P']","https://na.op.gg/multi/query=NickMoop,Monsieur Ando,Firemelon,Holt,Splushy,BeatYourAmeat,Honey Roasted P,",https://na.op.gg/multi/query=
Bronco Esports Team Benton,South-west | 1,/lol/teams/6331,Gold 1,16,5,1,10,3,Diamond 4,21,"['hypermonkieboi', 'SeaJung', 'my supp is bad', 'SemiColonDee', 'Trinhity Force', 'tempest124', 'Maho Hıyajo', 'Macbook Gamer', 'x t', 'PauIie']","https://na.op.gg/multi/query=hypermonkieboi,SeaJung,my supp is bad,SemiColonDee,Trinhity Force,tempest124,Maho Hıyajo,Macbook Gamer,x t,PauIie,",https://na.op.gg/multi/query=
ResNet Wifi,South-west | 1,/lol/teams/10748,Platinum 3,18,4,2,8,6,Platinum 2,19,"['Bean Sprout Hero', 'Aerosteon13', 'Angelwings246', 'Pontes', 'CondensedCarbon', 'wo 524', 'EnceIadus']","https://na.op.gg/multi/query=Bean Sprout Hero,Aerosteon13,Angelwings246,Pontes,CondensedCarbon,wo 524,EnceIadus,",https://na.op.gg/multi/query=
CAL Care Bears,South-west | 1,/lol/teams/10303,Platinum 1,20,4,2,8,5,Diamond 4,21,"['Benadryl Boy', 'MOQW', 'Alehero', 'Roxhat', 'SWORDDER', 'eggy egg', 'CrimsonDeluge', 'KABOOM2002']","https://na.op.gg/multi/query=Benadryl Boy,MOQW,Alehero,Roxhat,SWORDDER,eggy egg,CrimsonDeluge,KABOOM2002,",https://na.op.gg/multi/query=
San Jose State Yellow,South-west | 1,/lol/teams/9279,Platinum 1,20,3,2,7,4,Diamond 4,21,"['Misaka ø Jinx', 'Eff3ct', 'Brendanger', 'Iron Mann', 'Splushy', 'SexiestJellyNA', 'Zarenian']","https://na.op.gg/multi/query=Misaka ø Jinx,Eff3ct,Brendanger,Iron Mann,Splushy,SexiestJellyNA,Zarenian,",https://na.op.gg/multi/query=
CAL Panda Bears,South-west | 1,/lol/teams/10266,Diamond 3,22,3,0,7,0,Diamond 2,23,"['Admiral Zhào', 'Cabacca', 'Bbreezzy', 'Miyayeah', 'JsKingBoo', 'Geewhan is noob', 'Xenoderf', 'PoggestChampion']","https://na.op.gg/multi/query=Admiral Zhào,Cabacca,Bbreezzy,Miyayeah,JsKingBoo,Geewhan is noob,Xenoderf,PoggestChampion,",https://na.op.gg/multi/query=
Chapman Open League,South-west | 1,/lol/teams/9514,Gold 1,16,2,2,5,5,Platinum 1,20,"['Reimu x Marisa', 'Sukit114', 'DecoyRage', 'Mr Darnzel', 'Keonity', 'pro player', 'Sprendel', 'mtgriffin1', 'PunnyCakes']","https://na.op.gg/multi/query=Reimu x Marisa,Sukit114,DecoyRage,Mr Darnzel,Keonity,pro player,Sprendel,mtgriffin1,PunnyCakes,",https://na.op.gg/multi/query=
BOOMERS,South-west | 1,/lol/teams/10520,Platinum 3,18,2,3,5,6,Platinum 3,18,"['goingham66', 'Shybe', '0 icy 0', 'Azimoth', 'CrispyWafers', 'JackingHard', 'Ruey', 'SoloJG']","https://na.op.gg/multi/query=goingham66,Shybe,0 icy 0,Azimoth,CrispyWafers,JackingHard,Ruey,SoloJG,",https://na.op.gg/multi/query=
Bronco Esports Team Three,South-west | 1,/lol/teams/6324,Gold 2,15,2,3,4,6,Platinum 1,20,"['hypermonkieboi', 'skatepoiser', 'Mikkyx', 'C9TaiIs', 'Fluffycake9', 'TMakk', 'Fonik', 'muchorojo', 'Aamon', 'Synęrgy', 'Chat Spam AYAYA']","https://na.op.gg/multi/query=hypermonkieboi,skatepoiser,Mikkyx,C9TaiIs,Fluffycake9,TMakk,Fonik,muchorojo,Aamon,Synęrgy,","https://na.op.gg/multi/query=Chat Spam AYAYA,"
Cogswell Dragons B-Team,South-west | 1,/lol/teams/11053,Gold 2,15,1,5,2,10,Platinum 4,17,"['Wumbologist PhD', 'zzeronix', 'hollypolly', 'Misakamika', 'yaboiiclancy', 'ICY BOI', 'Samot50', 'Kagamina', 'Purpleporo101']","https://na.op.gg/multi/query=Wumbologist PhD,zzeronix,hollypolly,Misakamika,yaboiiclancy,ICY BOI,Samot50,Kagamina,Purpleporo101,",https://na.op.gg/multi/query=
Cal Poly Gold,South-west | 1,/lol/teams/6210,Gold 3,14,1,3,2,6,Platinum 2,19,"['Arceus411', 'Zeagle', 'TheRhyn0', 'Anmec', 'WarDoid', 'Fuzzyhamster', 'DLD27', 'C9 STEPH', 'Mrmooraf', 'Carzard', 'OhhhFataL', 'BudgieKraz', 'Lone Laner', 'creeperkiller727']","https://na.op.gg/multi/query=Arceus411,Zeagle,TheRhyn0,Anmec,WarDoid,Fuzzyhamster,DLD27,C9 STEPH,Mrmooraf,Carzard,","https://na.op.gg/multi/query=OhhhFataL,BudgieKraz,Lone Laner,creeperkiller727,"
CMU SPG,South-west | 1,/lol/teams/11319,Silver 4,9,0,5,1,10,Platinum 3,18,"['SHYVANA2333', 'An Enthusiast', '0ctothorpe', 'Evanolott', 'leniumC', 'Han204', 'EDG Gank Machine', 'KKKKKknight9', 'OW WHisper', 'Ruitao']","https://na.op.gg/multi/query=SHYVANA2333,An Enthusiast,0ctothorpe,Evanolott,leniumC,Han204,EDG Gank Machine,KKKKKknight9,OW WHisper,Ruitao,",https://na.op.gg/multi/query=
Club Sandwitch,South-west | 1,/lol/teams/11303,Gold 3,14,0,5,0,10,Silver 4,9,"['Tony Bonilla', 'Sandwitch', 'RoryR']","https://na.op.gg/multi/query=Tony Bonilla,Sandwitch,RoryR,",https://na.op.gg/multi/query=
KSU WiFi,South-east | 2,/lol/teams/11406,Platinum 1,20,6,0,12,0,Platinum 1,20,"['Aerof', 'Technoblades', 'Im So Clean', 'PridefulPhoenix', 'IAmKidReformed']","https://na.op.gg/multi/query=Aerof,Technoblades,Im So Clean,PridefulPhoenix,IAmKidReformed,",https://na.op.gg/multi/query=
UAH Charger White,South-east | 2,/lol/teams/8821,Platinum 1,20,4,1,8,3,Diamond 4,21,"['UAH Kapitan', 'RagorkTV', 'Kush', 'Phayen', 'ClöwnFiesta', 'AbeSucks69']","https://na.op.gg/multi/query=UAH Kapitan,RagorkTV,Kush,Phayen,ClöwnFiesta,AbeSucks69,",https://na.op.gg/multi/query=
HardStuck Fun,South-east | 2,/lol/teams/11396,Platinum 1,20,4,1,8,2,Platinum 1,20,"['Guildjango', 'VikDaBaller', 'Pranayfire', 'odkcaj', 'Chords', 'Eidson']","https://na.op.gg/multi/query=Guildjango,VikDaBaller,Pranayfire,odkcaj,Chords,Eidson,",https://na.op.gg/multi/query=
GCE Black II XIX,South-east | 2,/lol/teams/4147,Platinum 1,20,4,1,8,3,Platinum 1,20,"['Redlaf', 'GougeEmValor', 'terriyaky', 'Bluebird959', 'Tropikal', 'Emperorslingshot']","https://na.op.gg/multi/query=Redlaf,GougeEmValor,terriyaky,Bluebird959,Tropikal,Emperorslingshot,",https://na.op.gg/multi/query=
GT WidePeepoHappy,South-east | 2,/lol/teams/9875,Diamond 3,22,3,2,8,4,Diamond 3,22,"['Jokam', 'A Small Cat', 'Double Entry', 'Zoltanius', '6 cents', 'Dynamic Queue']","https://na.op.gg/multi/query=Jokam,A Small Cat,Double Entry,Zoltanius,6 cents,Dynamic Queue,",https://na.op.gg/multi/query=
MTSU eSports LOL Sub,South-east | 2,/lol/teams/10651,Platinum 1,20,3,2,7,5,Diamond 3,22,"['Spóons', 'Twebba', 'Drak', 'vufizi', 'Into Battle', 'Ligma', 'J4min', 'Merkiel', 'kompi1642z', 'Voxtrik']","https://na.op.gg/multi/query=Spóons,Twebba,Drak,vufizi,Into Battle,Ligma,J4min,Merkiel,kompi1642z,Voxtrik,",https://na.op.gg/multi/query=
GT Yerrow,South-east | 2,/lol/teams/10026,Platinum 2,19,3,3,6,6,Platinum 2,19,"['Synchroncy', 'watercoolninja', 'Chinoy', 'ToTheRiceFields', 'Brooks Was Here', 'Naraie']","https://na.op.gg/multi/query=Synchroncy,watercoolninja,Chinoy,ToTheRiceFields,Brooks Was Here,Naraie,",https://na.op.gg/multi/query=
GCE Spurs XIX,South-east | 2,/lol/teams/10162,Platinum 3,18,3,2,6,4,Diamond 3,22,"['Redlaf', 'Genius sen', 'GirlInLOL Anivia', 'TheShy CN', 'IGAlexander', 'DerekNavy', '7dkaelthas', 'ZivxDy']","https://na.op.gg/multi/query=Redlaf,Genius sen,GirlInLOL Anivia,TheShy CN,IGAlexander,DerekNavy,7dkaelthas,ZivxDy,",https://na.op.gg/multi/query=
UTK Esports - White,South-east | 2,/lol/teams/11299,Platinum 4,17,2,4,4,8,Platinum 2,19,"['s2 shanu', 'oODoomOo', 'SavvonDrugs', 'D5 Sir Galahad', 'Minervaa', 'Kirschblüte', 'Flaming Yogurt', 'JohnVVick', 'carrotshock']","https://na.op.gg/multi/query=s2 shanu,oODoomOo,SavvonDrugs,D5 Sir Galahad,Minervaa,Kirschblüte,Flaming Yogurt,JohnVVick,carrotshock,",https://na.op.gg/multi/query=
Cocky Esports Phoenix,South-east | 2,/lol/teams/8578,Gold 4,13,1,4,2,8,Gold 2,15,"['Pandaboat23', '44Z', 'Meowasaurous', 'KornflakeKiller', 'Milster775', 'Go KayKay', 'Neavu', 'Drehzyy', 'UnicornFetus', 'Skkwert', 'cjannot', 'Prai']","https://na.op.gg/multi/query=Pandaboat23,44Z,Meowasaurous,KornflakeKiller,Milster775,Go KayKay,Neavu,Drehzyy,UnicornFetus,Skkwert,","https://na.op.gg/multi/query=cjannot,Prai,"
Blazers uLoL Rift Herald,South-east | 2,/lol/teams/9137,Silver 1,12,1,5,2,10,Gold 3,14,"['pancode', 'Chatterlal', 'Chan Chan', 'Mage Whore', 'xGreenDots', '21saav', 'AlyAngleFire', 'SoaringEggroll', 'tito tea']","https://na.op.gg/multi/query=pancode,Chatterlal,Chan Chan,Mage Whore,xGreenDots,21saav,AlyAngleFire,SoaringEggroll,tito tea,",https://na.op.gg/multi/query=
Alabama Academy Crimson,South-east | 2,/lol/teams/10867,Platinum 3,18,1,4,2,8,Platinum 2,19,"['Chipper', 'Get My Cape', 'Coffee Cat', 'Roasted Sigurd', 'Captain Insano', 'Hecrimjob', 'Kaimex']","https://na.op.gg/multi/query=Chipper,Get My Cape,Coffee Cat,Roasted Sigurd,Captain Insano,Hecrimjob,Kaimex,",https://na.op.gg/multi/query=
UTK Esports - Smokey Gray,South-east | 2,/lol/teams/11300,Gold 4,13,0,6,0,12,Platinum 4,17,"['oODoomOo', 'D5 Sir Galahad', 'RangerRaccoon', 'Naekryn', 'thelooseseal', 'Slam Donkey', 'killerpunk64', 'SomeWhatDumb']","https://na.op.gg/multi/query=oODoomOo,D5 Sir Galahad,RangerRaccoon,Naekryn,thelooseseal,Slam Donkey,killerpunk64,SomeWhatDumb,",https://na.op.gg/multi/query=
VGC USF Alpha,South-east | 1,/lol/teams/9937,Gold 1,16,6,0,12,0,Platinum 1,20,"['RekaNova', 'Vicárious', 'I suppowt chUwU', 'Wehbb', 'sn1prz', 'Butterbones', 'Mormon Sam', 'rrtyui', 'CineraM', 'Tyler is Trash', 'Uber Shower Head', 'Snªke']","https://na.op.gg/multi/query=RekaNova,Vicárious,I suppowt chUwU,Wehbb,sn1prz,Butterbones,Mormon Sam,rrtyui,CineraM,Tyler is Trash,","https://na.op.gg/multi/query=Uber Shower Head,Snªke,"
